region;nr;ausfuehrung;ort;seit;anmerkung;lage
Sachsen;;Dresden-Friedrichstadt;Sep. 2014;Eingang zur Börse Dresden[3];⊙Messering 6;
Sachsen;Bild gesucht;Dresden-Gorbitz;;Im Foyer des Kirchgemeinde­zentrums auf der rechten Seite, barrierefrei zugänglich während der Öffnungszeiten;⊙Leutewitzer Ring 75;
Sachsen;;Dresden-Hechtviertel;Aug. 2014;Betreut vom Hechtviertel e. V.[4];⊙Spielplatz Schanzenstraße;
Sachsen;Bild gesucht;Dresden-Innere Neustadt;;Regal;⊙In derNeustädter Markthallezwischen Café Rösterei und Textilpflege;
Sachsen;;Dresden-Johannstadt;;;⊙Auf dem Bönischplatz[5];
Sachsen;;Dresden-Johannstadt;;;⊙Am unteren Ende der Treppe im Eingangsbereich von Fiedlerstr. 2 (gegenüber Trinitatiskirchruine);
Sachsen;;Dresden-Klotzsche;Aug. 2017;Im Durchgang des Bahnhofsgebäudes;⊙Bahnhof Dresden-Klotzsche;
Sachsen;;Dresden-Leutewitz;;;⊙Altleutewitz 7;
Sachsen;;Dresden-Löbtau;;;⊙Bonhoefferplatz;
Sachsen;;Dresden-Löbtau;10. Okt. 2017;;⊙Schillingplatz;
Sachsen;;Dresden-Loschwitz;;Am Begegnungszentrum Bülowh, gegenüber derLoschwitzer Kirche;⊙Pillnitzer Landstraße 14;
Sachsen;;Dresden-Mobschatz;;;⊙gegenüber Elbhangstraße 24;
Sachsen;;Dresden-Stetzsch;;;"⊙Büchertauschzelle ""Öffentlicher Fernträumer""; ÖPNV-Haltepunkte in der Nähe; nur ein paar Hundert Meter von der Bücherzelle Mobschatz entfernt";
Sachsen;;Dresden-Südvorstadt;;Betreut von der Umweltinitiative der TU Dresden[6];⊙Am Hörsaalzentrum, Bergstraße;
Sachsen;;Dresden-Südvorstadt;Mai 2019;Betreut von der Umweltinitiative der TU Dresden;⊙Am DrePunct, Zellescher Weg 17;
Sachsen;;Dresden-Strehlen;31. März 2023[7];Betreut vom Verein Kaitzbachkastanie;⊙Altstrehlen 2;
Sachsen;;Dresden-Weißer Hirsch;;Vor dem Haus Plattleite 45;⊙;
Sachsen;Bild gesucht;Dresden-Weixdorf;;grüne TelefonzelleOffene Bücherschränke in Dresden. Bücherzelle Weixdorf.In:Commigratio.com.Abgerufen am 29. Februar 2020.;⊙51.1464913.797Altweixdorf 25;
Sachsen;;Dresden-Wischdorf;;;⊙51.12169613.720498Warnemünder Straße 1;
Sachsen;;Ehrenfriedersdorf;Feb. 2024;öffentlicher Bücherschrank „LiteraTÜR“ am EDEKA Schmutzler, täglich von 07.00 bis 20.00 Uhr zugänglich. Betreiber:SCHWACH+STARK e. V.;⊙Markt 2;
Sachsen;Bild gesucht;Eilenburg;Juni 2019;Bücherschrank während der Öffnungszeiten, Di und Do von 15.00 bis 17.00 Uhr, von JuBi Mitteldeutschland betreut.;⊙JuBi Mitteldeutschland, Leipziger Straße 25;
Sachsen;Bild gesucht;Flöha;Dez. 2016;Während der Öffnungszeiten im a.b.c.-Reisebüro;⊙Augustusburger Straße 51;
Sachsen;;Frankenberg/Sa.;Okt. 2011;"Initiative des Kunst- und Kulturvereins Frankenberg/Sa. e. V.; wochentags 8–18 Uhr zugänglich";⊙Durchgang vom Markt zur Rathauspassage;
Sachsen;;Fraureuth;;Im Edeka-Markt;⊙Werdauer Straße 73;
Sachsen;;Freiberg;Mai 2018;Foyer derUniversitätsbibliothek Freiberg[8];⊙Winklerstraße 3;
Sachsen;Bild gesucht;Freiberg;Okt. 2013;EKM Entsorgungsdienste Kreis Mittelsachsen GmbH[9];⊙Frauensteiner Straße 95;
Sachsen;;Freiberg;Juni 2018;;⊙Tschaikowskistraße 57A, Hintereingang;
Sachsen;;Freiberg;2022;;⊙Am Gerätehaus 1 (Ecke Obere Straße/Siedlersteg);
Sachsen;;Freital-Pesterwitz;2019;Kulturverein Pesterwitz e. V.[10];⊙Pesterwitz, Dorfplatz;
Sachsen;;Freital-Wurgwitz;2024;;⊙Wurgwitz, Haltestelle Zöllmener Straße;
Sachsen;;Frohburg-Linda;;Frohburg OT Linda, in der Bushaltestelle;⊙Frohburg OT Linda;
Sachsen;;Glauchau;;Initiative der Stadtwerke Glauchau;⊙Virchowstrasse;
Sachsen;;Glauchau;;Initiative der Stadtwerke Glauchau;⊙Otto-Schimmel-Straße;
Sachsen;;Görlitz-Biesnitz;2024;;⊙Promenadenstraße, an der Kreuzung Grundstraße/Promenadenstraße;
Sachsen;;Görlitz-Innenstadt;;;⊙Jakobstraße, 02826 Görlitz;
Sachsen;;Görlitz-Königshufen;;Befindet sich gut versteckt in einer spiralförmigen Bambusanpflanzung;⊙Friedhofstraße (Friedhof Haupteingang);
Sachsen;;Großdubrau-Spreewiese;Nov. 2017;Initiative des Heimatvereins Spreewiese e. V.;⊙Klixer Straße;
Sachsen;;Großröhrsdorf;;Standort in der Nähe der Oberschule Rödertal;⊙01900 GroßröhrsdorfWalther-Rathenau-Str. 17;
Sachsen;;Großröhrsdorf;;auf dem Gelände der Alten Weberei;⊙01900 GroßröhrsdorfBandweberstr. 101;
Sachsen;;Großsteinberg;;neben Gefallenendenkmal an Kircheneinfriedung;⊙04668 Parthenstein (OT Großsteinberg)Alte Dorfstraße 13;
Sachsen;;Großweitzschen;Nov. 2020;Auf dem Parkplatz der Arztpraxis Kerstin Hübner Großweitzschen;⊙Am Anger 7;
Sachsen;Bild gesucht;HalsbrückeOrtsteilHetzdorf;;In Ortsmitte am Infopunkt Hetzdorf;⊙Kreuzung Jägerhorn/Herrndorfer Straße;
Sachsen;;Heidenau;Juli 2016;In den historischen Umkleidekabinen, während der Freibadsaison zugänglich;⊙ImAlbert-Schwarz-BadHeidenau;
Sachsen;;Heidenau;;Sehenswürdigkeit Barockgarten Großsedlitz in der Nähe;⊙Talstraße 1, 01809 Heidenau;
Sachsen;;Heidenau;Nov. 2021;Etwa 300 m Luftlinie vom Bahnhof Heidenau entfernt;⊙Käthe-Kollwitz-Straße 17, 01809 Heidenau;
Sachsen;;Heidenau;;Standort in der Nähe der Dresdner Stadtgrenze;⊙Lugturmstraße 4A (gegenüber), 01809 Heidenau;
Sachsen;Bild gesucht;HerrnhutOrtsteilNinive;30. Okt. 2021;Vom Niniveer Verein Treff e. V. initiiert und gepflegt;⊙Birkmühlstraße Ecke Teichweg;
Sachsen;;Hoyerswerda;Juni 2013;Vor dem Mehrgenerationenhaus;⊙Albert-Schweitzer-Straße 9;
Sachsen;;Kamenz;Dez. 2021;Straßen in der Nähe: Lindenweg 5, 01917 Kamenz, Neschwitzer Str. 38A, 01917 Kamenz;⊙Jesau;
Sachsen;;Krostitz-Kletzen;Aug. 2018;Aufstellung durch Bürgerverein Kletzen e. V. organisiert[11]neben Dorfteich auf Verkehrsinsel Am Rundling;⊙Am Rundling;
Sachsen;Bild gesucht;Leipzig;;Im Eingangsbereich der Volksbank;⊙Schillerstraße 3;
Sachsen;;Leipzig-Althen;2020;24/7 Zugang, betreut von Heimatstube Althen e. V.[12];⊙am Althener Anger neben Friedhof;
Sachsen;;Leipzig-Engelsdorf;;Zugang 24/7 über Aldi-Parkplatz, betreut von Volkssolidarität Leipziger Land/Muldental e. V. - Sozialstation Engelsdorf;⊙neben Sozialstation in Hugo-Aurig-Straße 7b;
Sachsen;;Leipzig-Eutritzsch;Apr. 2024;El Gaublo. Anscheinend aufgestellt von „JuJo“;⊙Delitzscher Str. 141;
Sachsen;;Leipzig-Gohlis;Juni 2018;Öffentlicher Bücherschrank im soziokulturellen ZentrumBudde-Haus.;⊙Lützowstraße 19;
Sachsen;;Leipzig-Gottscheina;;"„Buch-Haltestelle“; auch für LPs, CDs und DVDs";⊙Am Ring 20A (Bushäuschen);
Sachsen;;Leipzig-Grünau;;Öffentliches Büchertauschregal im PEP-Center, nur zu den regulären Öffnungszeiten, betreut durchs Center Management;⊙Stuttgarter Allee 29, im PEP-Center;
Sachsen;;Leipzig-Heiterblick;;Die Bücherzelle wird von der Inhaberin der Filiale betreut.;⊙Torgauer Straße 312, vor dem Eingang des Autohauses;
Sachsen;Bild gesucht;Leipzig-Leutzsch;2020;Wird betrieben von der KircheLichtwerk Leipzig[13];⊙Georg-Schwarz-Straße157, am Eingang zum Eckladen;
Sachsen;;Leipzig-Lindenau;4. Sep. 2015;Die Tauschbibliothek ist fester Bestandteil des Kindergarten­gebäudes und gleichzeitig von der Josephstraße 11 aus für die Öffentlichkeit zugänglich.;⊙BuchKindergarten gUG;
Sachsen;;Leipzig-Marienbrunn;22. Okt. 2019;;⊙An der Märchenwiese 17;
Sachsen;;Leipzig-Marienbrunn;;wird privat betreut;⊙vor Haus Prinzenweg 8;
Sachsen;;Leipzig-Miltitz;;;⊙Rosenstraße Ecke Geschwister-Scholl-Straße;
Sachsen;;Leipzig-Paunsdorf;;speziell nur für Kinderbücher, betreut von Kindertagesstätte, nur zu den Öffnungszeiten zugänglich;⊙im Hof von Döllingstraße 21;
Sachsen;Bild gesucht;Leipzig-Reudnitz;23. Okt. 2021;wird betreut vom Verschenkekiste e. V. und Anwohnern;⊙imLene-Voigt-Park, zwischen Eilenburgerstraße und Reichpietschstraße;
Sachsen;;Leipzig-Schönefeld;;wird privat gepflegt und nachts verschlossen.;⊙vor Obludastraße 41;
Sachsen;;Leipzig-Stötteritz;Juli 2021;Zugang 24/7, wird vom „Bürgerverein Stötteritz e. V.“ betreut;"⊙im Hof des ehemaligen Gutshof Stötteritz, Oberdorfstraße 15; 15a";
Sachsen;;Leipzig-Zentrum Nord;Aug. 2017;Der Tausch-Schrank mit Bücherregalen wird vom Nachbarschaftsverein Goase e. V. Richterstraße betreut.[14];⊙Richterstraße 6, auf der Mauer des Hauses;
Sachsen;;Leipzig-Zentrum Nord;;Öffnungszeiten der Volkshochschule Leipzig beachten.;⊙1. OG der VHS, Löhrstraße 3-7;
Sachsen;;Limbach-Oberfrohna;Aug. 2017;Jeannines Bücherzelle neben dem Copy-Shop;⊙Kändler, Feldweg 12;
Sachsen;;Limbach-Oberfrohna;Okt. 2019;Der Bücherschrank befindet sich im rechten Teil des Vorraums zur Apotheke bzw. des Foyer des Ärztehauses, zugänglich zu den allgemeinen Öffnungszeiten;⊙Limbach-Oberfrohna,Ludwig-Richter-Straße 10;
Sachsen;Bild gesucht;MalschwitzOrtsteilNiedergurig;2020;Standort Muskauer Straße/Am Rittergut[15];⊙Niedergurig, Bushaltestelle;
Sachsen;Bild gesucht;Marienberg;2017;Das Regal befindet sich nach dem Eintreten gleich links im Flur. Das Haus ist mindestens in der Woche zu den Öffnungszeiten des Pfarramtes offen, meist auch in der Woche nachmittags durch Veranstaltungen.;⊙im Hinterhof der Turnhalle Lauterbach Höhe Niederdorf 2, Zufahrt über Lengenfelder Straße.;
Sachsen;;MarkersdorfOTFriedersdorf;2022;Der Bücherschrank befindet sich in einem Pavillon in der Nähe der Freiwilligen Feuerwehr.;⊙Ortsstraße 91, 02829 Markersdorf;
Sachsen;Bild gesucht;MarienbergOT Lauterbach;2020;Die Bücherzelle ist direkt am Spielplatz im Dorfzentrum aufgebaut und umfasst neben einem Bücherregal auch Ausleihfächer für Sandspielzeug und Gesellschaftsspiele.;⊙im Flur des Pfarramts/Gemeindehauses der Kirchgemeinde Marienberg, Freiberger Str. 2;
Sachsen;;Meerane;21. Mai 2015;;⊙August-Bebel-Straße/Markt;
Sachsen;;Meißen;;;⊙Im Internationalen Garten Meißen, An der B101;
Sachsen;Bild gesucht;Mulda/Sa.OrtsteilHelbigsdorf;Apr. 2021;Vereinsinitiative, Standort am Vereinshaus Gasthof Helbigsdorf[16];⊙Helbigsdorf 50;
Sachsen;;Mühlau;;;⊙Leipziger Straße, Bushaltestelle (in der Senke);
Sachsen;;Naunhof;;öffentlich zugänglich, neben Wohnhaus Bismarckstr.6;⊙Bismarckstr.6, Naunhof;
Sachsen;;Netzschkau-Lambzig;Okt. 2017;Wird privat gepflegt und befüllt. Mit Lesebank und Vorgarten. Liegt an einem Wanderweg.;⊙Hohle Gasse 38;
Sachsen;;NeukirchOTSchmorkau;;In direkter Nähe einer E-Ladesäule.;⊙Dresdner Straße 1, 01936 Neukirch;
Sachsen;;NeukirchenOTDänkritz;;;⊙;
Sachsen;Bild gesucht;NiederauOrtsteilGröbern;1. Mai 2021;Standort am Vereinsheim „Haus Grobere“ und Spielplatz[17];⊙Ockrillaer Straße, nahe Bushaltestelle;
Sachsen;;Oberlungwitz;Juli 2017;;⊙An der Kreuzung Hofer Straße/Erlbacher Straße auf dem Postplatz;
Sachsen;;Oppach;Juni 2022;auch für den Tausch von Spielzeug;⊙August-Bebel-Str. 12, 02736 Oppach;
Sachsen;;Plauen;;Initiative der Autorin Elena Mackenzie in Zusammenarbeit mit der Stadt Plauen und den Stadtwerken Plauen;⊙Bahnhofstraße/Stadtzentrum;
Sachsen;;Plauen;Apr. 2024;Jugendzentrum „OASE“;⊙Chrieschwitz hinter Jugendzentrum;
Sachsen;Bild gesucht;Pöhl;;Pöhl;⊙beim Kletterwald;
Sachsen;Bild gesucht;Radebeul-Naundorf;2014;;⊙Gartenparzelle gegenüber von Altnaundorf 14[18];
Sachsen;;Radeburg-Bärnsdorf;2020;an der Bärnsdorfer Hauptstraße, am Ortseingang ca. 200 Meter nach dem Bahnübergang;⊙S 96, Bärnsdorfer Hauptstraße 10[19];
Sachsen;Bild gesucht;Reichenbach im Vogtland, OrtsteilBrunn;2018;;⊙Dr.-Eckener-Straße Ecke Windmühlenweg[20]beim Gemeindezentrum und der Feuerwehr;
Sachsen;Bild gesucht;Reichenbach im Vogtland OrtsteilFriesen;2018;;⊙bei der freiwilligen Feuerwehr[20];
Sachsen;Bild gesucht;Reichenbach im Vogtland OrtsteilObermylau;2018;;⊙gegenüber Kriegerdenkmal[20];
Sachsen;Bild gesucht;Reichenbach im Vogtland OrtsteilRotschau;2018;;⊙vor der Turnhalle und dem Kindergarten „Gänseblümchen“[20];
Sachsen;Bild gesucht;Reichenbach im Vogtland OrtsteilSchneidenbach;2018;;⊙an der Linde zwischen Spielplatz und Schulteich[20];
Sachsen;;Riesa;2009;Stadtzentrum;⊙Früher als Rote Telefonzelle auf dem Kinovorplatz, jetzt Bücherschrank in der Elbgalerie;
Sachsen;Bild gesucht;Schkeuditz;2020;Kleine grüne Bibo, wird privat betreut, 24/7 zugänglich;⊙Modelwitzer Str. 21;
Sachsen;Bild gesucht;Schwarzenberg;2021;öffentlich zugänglich, aufgestellt von Stadtwerke Schwarzenberg GmbH;⊙Straße der Einheit 42;
Sachsen;Bild gesucht;Seifersbach;;Auf dem Parkplatz bei der Arztpraxis;⊙Rossauer Straße 8, 09661 Rossau OT Seifersbach;
Sachsen;Bild gesucht;Steinberg, OTRothenkirchen;22. Juli 2021;;⊙Hauptstraße 32, 08237 Steinberg OT Rothenkirchen;
Sachsen;Bild gesucht;Stollberg;2012;Auf dem Platz vor der Dreifeldhalle in der Nähe vom Landratsamt;⊙;
Sachsen;Bild gesucht;Syrau;2015;Während der Öffnungszeiten der Schauhöhle zugänglich;⊙Im Höhlenpark, neben dem Eingang derDrachenhöhle Syrau;
Sachsen;;Taucha OT Dewitz;;öffentlich zugänglich, Holzbau neben Spielplatz;⊙An den Höfen, Taucha OT Dewitz;
Sachsen;;Tharandt;19. Dez. 2019;;⊙Ortsmitte am Parkplatz;
Sachsen;;Treuen;;„Treuner Buchbox“;⊙am Marktplatz;
Sachsen;;Uhyst;18. Juli 2016;Nähere InfosOffene Bibliothek in Uhyst;⊙51.364814.5097Dorfzentrum;
Sachsen;;Waldenburg;;„kleine Bücherstube“ nahe Lutherkirche, direkt vor dem Pfarramt;⊙Bahnhofstraße;
Sachsen;;Waldenburg;;„Bibliothek unterm Birnbaum“;⊙Bahnhofstraße;
Sachsen;;Wechselburg;23. Mai 2020;Auf dem Markt Richtung Basilika;⊙Zentrum, Markt;
Sachsen;;Weißkeißel;9. Sep. 2015[21];;⊙Kaupener Straße;
Sachsen;Bild gesucht;Weißenberg;24. Apr. 2019[22];;⊙August-Bebel-Platz;
Sachsen;;Werdau;2016;Bücherbox im Landwehrgrund;⊙An den Teichen 12F;
Sachsen;;Wilthen OT Tautewalde;15. Sep. 2017;;"⊙Bushaltestelle Hauptstr.; großes Buchangebot";
Sachsen;;Wolkenstein (Erzgebirge);;Bücherschrank in abgestorbenen Baum eingebaut;⊙Hinter der Kirche 1 - bei Treppenaufsteig vor dem Torbogen links;
Sachsen;;Wurzen;Nov. 2018;24/7 zugänglich;⊙Wenceslaigasse;
Sachsen;Bild gesucht;Zittau;Nov. 2020;Auf dem Hochschulgelände;⊙Theodor-Körner-Allee 16, Hochschule Zittau/Görlitz, Haus Z IV, b;
Sachsen;;Zittau;;Zittauer BücherboXX;⊙Markt, vor dem Haus Nr. 19;
Sachsen;Bild gesucht;Zschopau;;Zschopauer Lese Box;⊙Pfarrgässchen 4;
Sachsen;;Mittweida, OT Zschöppichen;Sommer 2022;wird privat betreut, 24/7 zugänglich;⊙Zschöppichen 26;
Sachsen;;Zwickau;;;⊙Schumannplatz/Ecke Hauptstraße;
Sachsen;;Zwickau;;Die Büchertauschzelle ist ein Projekt des Stadtmanagements der Stadt Zwickau, gebaut von der Katholischen Dekanatsjugend und betreut vomPeter-Breuer-Gymnasium.;⊙vor dem Haus Georgenstraße 3;
Sachsen;Bild gesucht;Zwickau-Planitz;;Rote Bücherbox;⊙Innere Zwickauer Str. 102;
Sachsen;Bild gesucht;Leipzig;1. Dez. 2015;28. Juni 2023;Im Bürgerbüro Denkbar;
Sachsen;;Dresden-Hellerau;;1. Juli 2023;;
Sachsen-Anhalt;;ortsübergreifend: Bahnstrecke Leipzig–Gera;;Büchertauschregal in allen Wagen der Erfurter Bahn auf der Strecke Leipzig–Gera;ortsübergreifend;
Sachsen-Anhalt;;Altmärkische Wische, OrtsteilLichterfelde;März 2021;Regaleinbau an Außenwand eines Schuppens auf Privatgrundstück am WohnplatzFerchlipp[2];⊙gegenüber der Dorfkirche Ferchlipp;
Sachsen-Anhalt;;AnnaburgOrtsteilAxien;2014;Regale mit etwa 10.000 Büchern im hinteren Teil, auf der Orgelempore und in der Sakristei derBacksteinkirche Axien, 24 Stunden geöffnet[3];⊙An der Kirche/Seegasse;
Sachsen-Anhalt;;Arneburg;;[4];⊙Breite Straße 15;
Sachsen-Anhalt;;Arneburg OrtsteilBeelitz;Apr. 2021;initiiert von einer Anwohnerin, finanziert von der Kaschade-Stiftung[5];⊙Dorfstraße;
Sachsen-Anhalt;;Bad Schmiedeberg;13. Dez. 2020;private Initiative[6];⊙gegenüber dem Pflegeheim „Am Kurpark“, Kurpromenade 15;
Sachsen-Anhalt;;Bitterfeld;2022;;Koordinaten fehlen! Hilf mit.Kraftwerkssiedlung[7]nahe Ignatz-Stroof-Straße 1b;
Sachsen-Anhalt;;Blankenburg;;zwei Bücherschränke mit LeseeckeDi-So: 10.00 bis 16.00 Uhr (März bis Dezember)[1];⊙Großes Schloß 1;
Sachsen-Anhalt;;Blankenburg;;Regal im Marktkauf (Eingangsbereich);⊙Lerchenbreite 5A;
Sachsen-Anhalt;;Bismark (Altmark), OrtsteilKläden;;;⊙Am Schloß;
Sachsen-Anhalt;;Burg (bei Magdeburg);;während der Öffnungszeiten des Marktkaufs zugänglich;⊙Zibbeklebner Straße, im Marktkauf zwischen Bäcker und Asia-Imbiss;
Sachsen-Anhalt;;Burg (bei Magdeburg);;betrieben von der WoBau Burg;⊙Südring;
Sachsen-Anhalt;;Burg (bei Magdeburg);;betrieben von der WoBau Burg;⊙Gorkistraße;
Sachsen-Anhalt;;Dessau-Roßlau;;zugänglich zu den Öffnungszeiten desTierparks;⊙Tierpark Dessau, Querallee 8;
Sachsen-Anhalt;;Dessau-Roßlau;;im hinteren Bereich des Cafés, während der Öffnungszeiten des E-Centers (8–20 Uhr);⊙Ernst-Zindel-Straße 4;
Sachsen-Anhalt;;Dessau-Roßlau;;vermutlich private Initiative;⊙Drosselweg, Ecke Starenweg;
Sachsen-Anhalt;;Dessau-Roßlau;Nov. 2021;Das Regal befindet sich im Erdgeschoss der Kultur- und Freizeitstätte „Villa Krötenhof“ und ist während der Öffnungszeiten zugänglich.;⊙Villa Krötenhof, Wasserstadt 50;
Sachsen-Anhalt;;Dessau-Roßlau;2024;24/7, Fußgängerzone Zebster Straße.;⊙Zerbster Straße 20;
Sachsen-Anhalt;;Dessau-Roßlau;;24/7, vermutlich private Initiative;⊙Hauerwinkel, Ecke Haidelausigker Weg;
Sachsen-Anhalt;;Dessau-Roßlau;;24/7, vermutlich private Initiative;⊙Antoinettenstraße 8;
Sachsen-Anhalt;;Gardelegen;2017;betreut vom Förderverein der Stadt-, Kreis- und Gymnasialbibliothek Gardelegen;⊙Ecke Ernst-Thälmann-Straße/Rathausplatz;
Sachsen-Anhalt;;Gernrode;;24/7;⊙Clara-Zetkin-Straße 36;
Sachsen-Anhalt;;Goldbeck;;[4];⊙An der Zuckerfabrik 1;
Sachsen-Anhalt;;Gröningen;;24/7, Eingang über den Innenhof (außerhalb der Museums-Öffnungszeiten);⊙Satteldorfer Straße;
Sachsen-Anhalt;;Halle (Saale);2015;initiiert und betreut von den Freunden derStadtbibliothek Hallee. V., zugänglich während der Öffnungszeiten desZoos;⊙Zoo Halle, Reilstraße 57;
Sachsen-Anhalt;;Halle (Saale);;vermutlich private Initiative;⊙am Haus Talstraße 33;
Sachsen-Anhalt;;Halle (Saale);;während der Öffnungszeiten des Edeka zugänglich;⊙Jupiterstraße 19–20, Edeka Goj im Eingangsbereich;
Sachsen-Anhalt;;Halle (Saale);;;⊙Hubertusplatz, neben dem Fahrkartenautomaten;
Sachsen-Anhalt;;Halle (Saale);2017;initiiert und betreut von den Freunden der Stadtbibliothek Halle e. V.;⊙Ecke Marktplatz/Schülershof;
Sachsen-Anhalt;;Halle (Saale);;Projekt des E-Centers, Öffnungszeiten: Mo–Mi und Sa 07:00–20:00 Uhr, Do–Fr 07:00–21:00 Uhr;⊙im E-Center, Weißenfelser Straße 52;
Sachsen-Anhalt;;Halle (Saale);2007;initiiert durch die Franckeschen Stiftungen, betreut vom Spielehaus, zugleichBookcrossing-Zone;⊙Franckeplatz 1, Haus 32, Außenwand Südseite Spielehaus;
Sachsen-Anhalt;;Halle (Saale);2009;"initiiert durch einigeBookcrossende; Öffnungszeiten Montag–Samstag 08:30–16:30 Uhr[8]";⊙Kleine Ulrichstraße 2;
Sachsen-Anhalt;;Halle (Saale);2016;Bookcrossing-Zone und Büchertausch-Regal in der evangelisch-methodistischen Gemeinde Halle[9];⊙Schulstraße 9a;
Sachsen-Anhalt;;Halle (Saale);2016;"Bücher werden verschenkt und ist Bookcrossing-Zone, Regal links hinter der Eingangstür des Ladens; geöffnet: Mo–Fr 10–18 Uhr, in der kalten Jahreszeit auch Sa 10–14 Uhr";⊙Materie Musikladen, Am Steintor 11;
Sachsen-Anhalt;;Halle (Saale);;private Initiative;⊙Geiststraße 26, im Durchgang im Hinterhof;
Sachsen-Anhalt;;Halle (Saale);;privat „Little free library“;⊙51.5017311.940112Kreuzvorwerk 10;
Sachsen-Anhalt;;Halle (Saale),Stadtteil Neustadt;2015;aufgestellt und betreut von den Freunden der Stadtbibliothek Halle e. V., 2017 abgebaut aufgrund von wiederholtem Vandalismus, 2020 wieder aufgebaut;⊙Wochenmarkt neben der Neustädter Passage;
Sachsen-Anhalt;;Harsleben;;Durchgehend geöffnet.;⊙Alexanderplatz;
Sachsen-Anhalt;;Hohenberg-Krusemark;;[4];⊙Hauptstraße 46;
Sachsen-Anhalt;;Köthen;;;⊙Jürgenweg;
Sachsen-Anhalt;;Landsberg (Saalekreis);;;⊙Lutherplatz;
Sachsen-Anhalt;;Landsberg (Saalekreis), OTSietzsch;;;⊙Sietzscher Ring, gegenüber des Dorfgemeinschaftshauses;
Sachsen-Anhalt;;Leuna, OrtsteilGünthersdorf;;innerhalb des EKZ, im Bereich einer Bäckerei, öffentlich zugänglich zu den Öffnungszeiten des Einkaufszentrums;⊙EKZ Nova Eventis, Westeingang;
Sachsen-Anhalt;;Leuna, OrtsteilHorburg-Maßlau;;im Innenraum derMarienkirche Horburg, öffentlich zugänglich zu den Öffnungszeiten der Kirche: April bis Oktober täglich 8 bis 18 Uhr;⊙Burgauenstraße 7;
Sachsen-Anhalt;;Lutherstadt Eisleben, OrtsteilRothenschirmbach;;im Vorraum derAutobahnkirche Rothenschirmbach, öffentlich zugänglich zu den Öffnungszeiten der Kirche, täglich 8 bis 18 Uhr;⊙Rainstraße 4;
Sachsen-Anhalt;;Lutherstadt Wittenberg;2021;;⊙Dresdner Straße 15, an der Bushaltestelle Mühlenbau;
Sachsen-Anhalt;;Lutherstadt Wittenberg;;öffentlich zugänglich;⊙Marstallstraße 13, auf dem Gelände der AWO;
Sachsen-Anhalt;;Magdeburg;;;⊙Moritzhof;
Sachsen-Anhalt;;Magdeburg, Universitätsplatz, Universitätsbibliothek Magdeburg, Foyer;;während der Öffnungszeiten der Bibliothek zugänglich;⊙Universitätsplatz, Universitätsbibliothek, im Eingangsbereich;
Sachsen-Anhalt;;Magdeburg, Neustädter Feld;;während der Öffnungszeiten des Nachbarschaftszentrums zugänglich;⊙Othrichstraße 30, Neue Wege e. V., im Eingangsbereich;
Sachsen-Anhalt;;Magdeburg-Herrenkrug;;Die Zelle ist jederzeit zugänglich und befindet sich im Garten der Hochschulbibliothek Magdeburg;⊙Breitscheidstraße 2, Haus 1;
Sachsen-Anhalt;;Magdeburg-Salbke;2009;;⊙Alt Salbke;
Sachsen-Anhalt;;Merseburg;;während der Öffnungszeiten des Mehrgenerationenhauses geöffnet (Mo–Fr 8–17 Uhr);⊙Roßmarkt 2, Offener Treff im Mehrgenerationenhaus;
Sachsen-Anhalt;;Merseburg, OrtsteilMeuschau;;Projekt des E-Centers;⊙im E-Center, neben dem Bäcker;
Sachsen-Anhalt;;Nahrstedt;;;⊙Mehrgenerationenhaus[4][10];
Sachsen-Anhalt;;Oberharz am Brocken(Hasselfelde);;24/7, aufgestellt von einer Privatperson;⊙Reuterweg 12;
Sachsen-Anhalt;;Osterwieck;;Durchgehend geöffnet.;⊙Mittelstraße 25;
Sachsen-Anhalt;;Quedlinburg;2010;Montag–Freitag 10–18 Uhr, Sonnabend 10–16 Uhr[11];⊙Marktstraße 7, im Innenhof von Quartier 7, vor dem Eingang von „DieBuchBar“;
Sachsen-Anhalt;;Salzatal, OT Fienstedt;;öffentlich zugänglich;⊙Im Ortszentrum an der Elisabeth-Zeidler-Straße;
Sachsen-Anhalt;;Sandersdorf-Brehna, OrtsteilBrehna;;im Innenraum derStadt- und Klosterkirche St. Jacobus und St. Clemens, öffentlich zugänglich als Autobahnkirche zu den Öffnungszeiten der Kirche, täglich 8 bis 18 Uhr;⊙Pestalozzistraße;
Sachsen-Anhalt;;Sandersdorf-Brehna, OrtsteilRoitzsch;;;⊙Ernst-Thälmann-Straße 54 / Ecke Gretchenweg;
Sachsen-Anhalt;;Salzwedel;;;⊙Breite Straße Ecke An derKatharinenkirche;
Sachsen-Anhalt;;Schönburg (Saale);;öffentlich zugänglich;⊙am Saale-Radwanderweg vor einem privaten Grundstück;
Sachsen-Anhalt;;Schönebeck;;Zu den Öffnungszeiten des Salzer Parks zugänglich;⊙Im Salzer Park, zwischen Schäfer’s und Mäc Geiz, Stadionstraße 10, 39218 Schönebeck (Elbe);
Sachsen-Anhalt;;Stecklenberg;Okt. 2023;;⊙;
Sachsen-Anhalt;;Steutz;;;⊙;
Sachsen-Anhalt;;Stendal;;[4];⊙H. u. H. Kaschade Stiftung, Weberstraße 19;
Sachsen-Anhalt;;Stendal;;[4];⊙Blumenhaus Höft, Schadewachten;
